PMAID,Zipcode,Name,Feature_ID,hours,Feature_Desc
414,98118,Lakewood Playfield,20,4 a.m. - 11:30 p.m.,Pesticide Free
353,98122,Garfield Playfield,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
251,98117,Soundview Playfield,44,4 a.m. - 11:30 p.m.,Soccer
449,98103,Wallingford Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
410,98108,Georgetown Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
446,98116,Alki Playground,31,4 a.m. - 11:30 p.m.,Tennis Lights
287,98115,Froula Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
4465,98126,Rotary Viewpoint,34,4 a.m. - 11:30 p.m.,View
410,98108,Georgetown Playfield,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
410,98108,Georgetown Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
3941,98126,Walt Hundley Playfield,49,4 a.m. - 11:30 p.m.,Flag Football
376,98112,Montlake Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
403,98118,Othello Playground,40,6 a.m. - 10 p.m.,Restrooms (ADA Compliant)
242,98107,Gilman Playground,27,4 a.m. - 11:30 p.m.,Restrooms
350,98109,Cascade Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
402,98118,Brighton Playfield,45,6 a.m. - 10 p.m.,Baseball/Softball
242,98107,Gilman Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
456,98116,Hiawatha Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
378,98122,Peppi's Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
241,98103,B.F. Day Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
400,98144,Beacon Hill Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
418,98108,Maple Wood Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
373,98112,Miller Playfield,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
418,98108,Maple Wood Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
418,98108,Maple Wood Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
353,98122,Garfield Playfield,45,6 a.m. - 10 p.m.,Baseball/Softball
3887,98119,Interbay Athletic Complex,44,4 a.m. - 11:30 p.m.,Soccer
3920,98116,Emma Schmitz Memorial Overlook,9,6 a.m. - 11 p.m.,Weddings and Ceremonies
423,98118,Rainier Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
353,98122,Garfield Playfield,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
467,98108,South Park Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
340,98105,Laurelhurst Playfield,30,6 a.m. - 10 p.m.,Tennis Backboard (Outdoor)
438,98125,Victory Heights Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
403,98118,Othello Playground,3,6 a.m. - 10 p.m.,Basketball (Full)
422,98118,Rainier Beach Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
431,98108,Van Asselt Playground,27,6 a.m. - 10 p.m.,Restrooms
452,98136,Fairmount Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
422,98118,Rainier Beach Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
251,98117,Soundview Playfield,61,4 a.m. - 11:30 p.m.,Rugby
450,98106,Delridge Playfield,10,4 a.m. - 11:30 p.m.,Community Center
350,98109,Cascade Playground,27,4 a.m. - 11:30 p.m.,Restrooms
497,98107,Ballard Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
457,98106,Highland Park Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
410,98108,Georgetown Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
242,98107,Gilman Playground,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
482,98115,Bryant Neighborhood Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
329,98109,East Queen Anne Playground,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
431,98108,Van Asselt Playground,35,6 a.m. - 10 p.m.,Wading Pool or Water Feature
452,98136,Fairmount Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
382,98125,Pinehurst Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
250,98117,Sandel Playground,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
456,98116,Hiawatha Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
456,98116,Hiawatha Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
3887,98119,Interbay Athletic Complex,45,4 a.m. - 11:30 p.m.,Baseball/Softball
472,98126,West Seattle Stadium,43,4 a.m. - 11:30 p.m.,Football
251,98117,Soundview Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
435,98105,University Playground,20,6 a.m. - 10 p.m.,Pesticide Free
382,98125,Pinehurst Playground,27,4 a.m. - 11:30 p.m.,Restrooms
431,98108,Van Asselt Playground,10,6 a.m. - 10 p.m.,Community Center
446,98116,Alki Playground,20,4 a.m. - 11:30 p.m.,Pesticide Free
450,98106,Delridge Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
4427,98144,Mt. Baker Ridge Viewpoint,34,4 a.m. - 11:30 p.m.,View
400,98144,Beacon Hill Playground,44,4 a.m. - 11:30 p.m.,Soccer
289,98117,Loyal Heights Playfield,10,4 a.m. - 11:30 p.m.,Community Center
422,98118,Rainier Beach Playfield,23,4 a.m. - 11:30 p.m.,Pool (Indoor)
450,98106,Delridge Playfield,44,4 a.m. - 11:30 p.m.,Soccer
4006,98102,Bagley Viewpoint,34,4 a.m. - 11:30 p.m.,View
353,98122,Garfield Playfield,40,6 a.m. - 10 p.m.,Restrooms (ADA Compliant)
438,98125,Victory Heights Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
319,98199,Magnolia Playfield,48,4 a.m. - 11:30 p.m.,T-Ball
376,98112,Montlake Playfield,10,4 a.m. - 11:30 p.m.,Community Center
3913,98122,T.T. Minor Playground,33,4 a.m. - 11:30 p.m.,Paths
373,98112,Miller Playfield,35,6 a.m. - 10 p.m.,Wading Pool or Water Feature
380,98102,Rogers Playground,44,4 a.m. - 11:30 p.m.,Soccer
402,98118,Brighton Playfield,3,6 a.m. - 10 p.m.,Basketball (Full)
446,98116,Alki Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
414,98118,Lakewood Playfield,44,4 a.m. - 11:30 p.m.,Soccer
376,98112,Montlake Playfield,36,4 a.m. - 11:30 p.m.,Waterfront
251,98117,Soundview Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
435,98105,University Playground,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
403,98118,Othello Playground,27,6 a.m. - 10 p.m.,Restrooms
3941,98126,Walt Hundley Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
376,98112,Montlake Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
414,98118,Lakewood Playfield,22,4 a.m. - 11:30 p.m.,Play Area
439,98118,Hutchinson Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
241,98103,B.F. Day Playground,44,4 a.m. - 11:30 p.m.,Soccer
439,98118,Hutchinson Playground,27,4 a.m. - 11:30 p.m.,Restrooms
403,98118,Othello Playground,33,6 a.m. - 10 p.m.,Paths
248,98107,Ross Playground,45,6 a.m. - 10 p.m.,Baseball/Softball
319,98199,Magnolia Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
288,98133,Bitter Lake Playfield,10,4 a.m. - 11:30 p.m.,Community Center
3913,98122,T.T. Minor Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
3887,98119,Interbay Athletic Complex,27,4 a.m. - 11:30 p.m.,Restrooms
251,98117,Soundview Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
403,98118,Othello Playground,4,6 a.m. - 10 p.m.,Basketball (Half)
288,98133,Bitter Lake Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
436,98118,Benefit Playground,20,6 a.m. - 10 p.m.,Pesticide Free
303,98199,Bayview Playground,27,4 a.m. - 11:30 p.m.,Restrooms
439,98118,Hutchinson Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
422,98118,Rainier Beach Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
329,98109,East Queen Anne Playground,44,4 a.m. - 11:30 p.m.,Soccer
496,98105,Burke-Gilman Playground Park,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
438,98125,Victory Heights Playground,22,4 a.m. - 11:30 p.m.,Play Area
454,98116,Hamilton Viewpoint Park,34,4 a.m. - 11:30 p.m.,View
400,98144,Beacon Hill Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
288,98133,Bitter Lake Playfield,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
378,98122,Peppi's Playground,27,4 a.m. - 11:30 p.m.,Restrooms
382,98125,Pinehurst Playground,44,4 a.m. - 11:30 p.m.,Soccer
456,98116,Hiawatha Playfield,46,4 a.m. - 11:30 p.m.,Track
3703,98116,Bar-S Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
329,98109,East Queen Anne Playground,27,4 a.m. - 11:30 p.m.,Restrooms
288,98133,Bitter Lake Playfield,48,4 a.m. - 11:30 p.m.,T-Ball
436,98118,Benefit Playground,3,6 a.m. - 10 p.m.,Basketball (Full)
371,98122,Madrona Playground,4,6 a.m. - 10 p.m.,Basketball (Half)
373,98112,Miller Playfield,44,6 a.m. - 10 p.m.,Soccer
3941,98126,Walt Hundley Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
329,98109,East Queen Anne Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
439,98118,Hutchinson Playground,61,4 a.m. - 11:30 p.m.,Rugby
456,98116,Hiawatha Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
402,98118,Brighton Playfield,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
436,98118,Benefit Playground,21,6 a.m. - 10 p.m.,Picnic Sites
352,98125,Meadowbrook Playfield,23,4 a.m. - 11:30 p.m.,Pool (Indoor)
457,98106,Highland Park Playground,48,4 a.m. - 11:30 p.m.,T-Ball
400,98144,Beacon Hill Playground,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
450,98106,Delridge Playfield,3,4 a.m. - 11:30 p.m.,Basketball (Full)
3881,98115,Maple Leaf Resevoir Park,44,4 a.m. - 11:30 p.m.,Soccer
376,98112,Montlake Playfield,46,4 a.m. - 11:30 p.m.,Track
431,98108,Van Asselt Playground,45,6 a.m. - 10 p.m.,Baseball/Softball
373,98112,Miller Playfield,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
353,98122,Garfield Playfield,43,6 a.m. - 10 p.m.,Football
431,98108,Van Asselt Playground,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
373,98112,Miller Playfield,45,6 a.m. - 10 p.m.,Baseball/Softball
450,98106,Delridge Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
3941,98126,Walt Hundley Playfield,44,4 a.m. - 11:30 p.m.,Soccer
400,98144,Beacon Hill Playground,30,4 a.m. - 11:30 p.m.,Tennis Backboard (Outdoor)
303,98199,Bayview Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
350,98109,Cascade Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
3941,98126,Walt Hundley Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
439,98118,Hutchinson Playground,3,4 a.m. - 11:30 p.m.,Basketball (Full)
3881,98115,Maple Leaf Resevoir Park,73,4 a.m. - 11:30 p.m.,Zipline
378,98122,Peppi's Playground,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
482,98115,Bryant Neighborhood Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
497,98107,Ballard Playground,44,4 a.m. - 11:30 p.m.,Soccer
458,98126,E.C. Hughes Playground,44,4 a.m. - 11:30 p.m.,Soccer
3941,98126,Walt Hundley Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
436,98118,Benefit Playground,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
418,98108,Maple Wood Playfield,4,4 a.m. - 11:30 p.m.,Basketball (Half)
319,98199,Magnolia Playfield,24,4 a.m. - 11:30 p.m.,Pool (Outdoor)
319,98199,Magnolia Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
251,98117,Soundview Playfield,43,4 a.m. - 11:30 p.m.,Football
352,98125,Meadowbrook Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
303,98199,Bayview Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
431,98108,Van Asselt Playground,44,6 a.m. - 10 p.m.,Soccer
456,98116,Hiawatha Playfield,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant)
423,98118,Rainier Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
248,98107,Ross Playground,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
371,98122,Madrona Playground,3,6 a.m. - 10 p.m.,Basketball (Full)
289,98117,Loyal Heights Playfield,43,4 a.m. - 11:30 p.m.,Football
435,98105,University Playground,74,6 a.m. - 10 p.m.,Adult Fitness Equipment
436,98118,Benefit Playground,33,6 a.m. - 10 p.m.,Paths
353,98122,Garfield Playfield,31,6 a.m. - 10 p.m.,Tennis Lights
497,98107,Ballard Playground,23,4 a.m. - 11:30 p.m.,Pool (Indoor)
457,98106,Highland Park Playground,27,4 a.m. - 11:30 p.m.,Restrooms
3881,98115,Maple Leaf Resevoir Park,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
1104,98103,Meridian Playground,20,4 a.m. - 11:30 p.m.,Pesticide Free
288,98133,Bitter Lake Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
418,98108,Maple Wood Playfield,44,4 a.m. - 11:30 p.m.,Soccer
340,98105,Laurelhurst Playfield,44,6 a.m. - 10 p.m.,Soccer
287,98115,Froula Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
241,98103,B.F. Day Playground,3,4 a.m. - 11:30 p.m.,Basketball (Full)
4465,98126,Rotary Viewpoint,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
352,98125,Meadowbrook Playfield,11,4 a.m. - 11:30 p.m.,Creek
248,98107,Ross Playground,27,6 a.m. - 10 p.m.,Restrooms
456,98116,Hiawatha Playfield,33,4 a.m. - 11:30 p.m.,Paths
3887,98119,Interbay Athletic Complex,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
435,98105,University Playground,44,6 a.m. - 10 p.m.,Soccer
373,98112,Miller Playfield,10,6 a.m. - 10 p.m.,Community Center
353,98122,Garfield Playfield,44,6 a.m. - 10 p.m.,Soccer
457,98106,Highland Park Playground,44,4 a.m. - 11:30 p.m.,Soccer
371,98122,Madrona Playground,26,6 a.m. - 10 p.m.,Rental Facility
431,98108,Van Asselt Playground,3,6 a.m. - 10 p.m.,Basketball (Full)
3881,98115,Maple Leaf Resevoir Park,4,4 a.m. - 11:30 p.m.,Basketball (Half)
450,98106,Delridge Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
380,98102,Rogers Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
373,98112,Miller Playfield,31,6 a.m. - 10 p.m.,Tennis Lights
371,98122,Madrona Playground,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
288,98133,Bitter Lake Playfield,36,4 a.m. - 11:30 p.m.,Waterfront
457,98106,Highland Park Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
288,98133,Bitter Lake Playfield,44,4 a.m. - 11:30 p.m.,Soccer
496,98105,Burke-Gilman Playground Park,33,4 a.m. - 11:30 p.m.,Paths
496,98105,Burke-Gilman Playground Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
4429,98199,Kiwanis Memorial Preserve Park,34,4 a.m. - 11:30 p.m.,View
4429,98199,Kiwanis Memorial Preserve Park,37,4 a.m. - 11:30 p.m.,Woods
446,98116,Alki Playground,10,4 a.m. - 11:30 p.m.,Community Center
241,98103,B.F. Day Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
3881,98115,Maple Leaf Resevoir Park,22,4 a.m. - 11:30 p.m.,Play Area
330,98119,West Queen Anne Playfield,10,4 a.m. - 11:30 p.m.,Community Center
422,98118,Rainier Beach Playfield,10,4 a.m. - 11:30 p.m.,Community Center
456,98116,Hiawatha Playfield,18,4 a.m. - 11:30 p.m.,Historic Landmark
242,98107,Gilman Playground,44,4 a.m. - 11:30 p.m.,Soccer
436,98118,Benefit Playground,34,6 a.m. - 10 p.m.,View
450,98106,Delridge Playfield,28,4 a.m. - 11:30 p.m.,Skatepark
423,98118,Rainier Playfield,43,4 a.m. - 11:30 p.m.,Football
251,98117,Soundview Playfield,34,4 a.m. - 11:30 p.m.,View
371,98122,Madrona Playground,27,6 a.m. - 10 p.m.,Restrooms
330,98119,West Queen Anne Playfield,23,4 a.m. - 11:30 p.m.,Pool (Indoor)
410,98108,Georgetown Playfield,44,4 a.m. - 11:30 p.m.,Soccer
404,98108,Cleveland Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
456,98116,Hiawatha Playfield,44,4 a.m. - 11:30 p.m.,Soccer
454,98116,Hamilton Viewpoint Park,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
414,98118,Lakewood Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
458,98126,E.C. Hughes Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
376,98112,Montlake Playfield,34,4 a.m. - 11:30 p.m.,View
3984,98119,Queen Anne Bowl Playfield,46,4 a.m. - 11:30 p.m.,Track
352,98125,Meadowbrook Playfield,33,4 a.m. - 11:30 p.m.,Paths
250,98117,Sandel Playground,3,4 a.m. - 11:30 p.m.,Basketball (Full)
3920,98116,Emma Schmitz Memorial Overlook,33,6 a.m. - 11 p.m.,Paths
446,98116,Alki Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
248,98107,Ross Playground,26,6 a.m. - 10 p.m.,Rental Facility
289,98117,Loyal Heights Playfield,4,4 a.m. - 11:30 p.m.,Basketball (Half)
378,98122,Peppi's Playground,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
330,98119,West Queen Anne Playfield,44,4 a.m. - 11:30 p.m.,Soccer
340,98105,Laurelhurst Playfield,10,6 a.m. - 10 p.m.,Community Center
457,98106,Highland Park Playground,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
452,98136,Fairmount Playfield,20,4 a.m. - 11:30 p.m.,Pesticide Free
373,98112,Miller Playfield,27,6 a.m. - 10 p.m.,Restrooms
352,98125,Meadowbrook Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
4201,98106,Puget Ridge Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
3887,98119,Interbay Athletic Complex,48,4 a.m. - 11:30 p.m.,T-Ball
3941,98126,Walt Hundley Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
497,98107,Ballard Playground,10,4 a.m. - 11:30 p.m.,Community Center
4451,98199,Ursula Judkins Viewpoint,34,4 a.m. - 11:30 p.m.,View
1104,98103,Meridian Playground,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
380,98102,Rogers Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
458,98126,E.C. Hughes Playground,27,4 a.m. - 11:30 p.m.,Restrooms
456,98116,Hiawatha Playfield,31,4 a.m. - 11:30 p.m.,Tennis Lights
380,98102,Rogers Playground,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
403,98118,Othello Playground,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
467,98108,South Park Playground,44,4 a.m. - 11:30 p.m.,Soccer
288,98133,Bitter Lake Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
403,98118,Othello Playground,21,6 a.m. - 10 p.m.,Picnic Sites
250,98117,Sandel Playground,27,4 a.m. - 11:30 p.m.,Restrooms
439,98118,Hutchinson Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
449,98103,Wallingford Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
435,98105,University Playground,45,6 a.m. - 10 p.m.,Baseball/Softball
3984,98119,Queen Anne Bowl Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
382,98125,Pinehurst Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
340,98105,Laurelhurst Playfield,31,6 a.m. - 10 p.m.,Tennis Lights
376,98112,Montlake Playfield,43,4 a.m. - 11:30 p.m.,Football
248,98107,Ross Playground,48,6 a.m. - 10 p.m.,T-Ball
3881,98115,Maple Leaf Resevoir Park,45,4 a.m. - 11:30 p.m.,Baseball/Softball
446,98116,Alki Playground,27,4 a.m. - 11:30 p.m.,Restrooms
449,98103,Wallingford Playfield,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
449,98103,Wallingford Playfield,44,4 a.m. - 11:30 p.m.,Soccer
472,98126,West Seattle Stadium,27,4 a.m. - 11:30 p.m.,Restrooms
251,98117,Soundview Playfield,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
352,98125,Meadowbrook Playfield,10,4 a.m. - 11:30 p.m.,Community Center
467,98108,South Park Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
371,98122,Madrona Playground,44,6 a.m. - 10 p.m.,Soccer
414,98118,Lakewood Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
406,98122,Colman Playground,27,4 a.m. - 11:30 p.m.,Restrooms
3984,98119,Queen Anne Bowl Playfield,44,4 a.m. - 11:30 p.m.,Soccer
3920,98116,Emma Schmitz Memorial Overlook,34,6 a.m. - 11 p.m.,View
456,98116,Hiawatha Playfield,4,4 a.m. - 11:30 p.m.,Basketball (Half)
3941,98126,Walt Hundley Playfield,10,4 a.m. - 11:30 p.m.,Community Center
353,98122,Garfield Playfield,23,6 a.m. - 10 p.m.,Pool (Indoor)
4241,98144,East Portal Viewpoint,34,6 a.m. - 10 p.m.,View
402,98118,Brighton Playfield,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
3881,98115,Maple Leaf Resevoir Park,72,4 a.m. - 11:30 p.m.,Pickleball Court
394,98115,Sacajawea Playground,22,4 a.m. - 11:30 p.m.,Play Area
330,98119,West Queen Anne Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
4002,98125,Virgil Flaim Park,22,4 a.m. - 11:30 p.m.,Play Area
456,98116,Hiawatha Playfield,10,4 a.m. - 11:30 p.m.,Community Center
371,98122,Madrona Playground,45,6 a.m. - 10 p.m.,Baseball/Softball
289,98117,Loyal Heights Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
1104,98103,Meridian Playground,27,4 a.m. - 11:30 p.m.,Restrooms
472,98126,West Seattle Stadium,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
456,98116,Hiawatha Playfield,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
373,98112,Miller Playfield,3,6 a.m. - 10 p.m.,Basketball (Full)
454,98116,Hamilton Viewpoint Park,37,4 a.m. - 11:30 p.m.,Woods
418,98108,Maple Wood Playfield,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant)
496,98105,Burke-Gilman Playground Park,27,4 a.m. - 11:30 p.m.,Restrooms
